Time,P,Q,E,dS,DSR,DLR,USW,ULW,SH,NET
Feb-04,4.51E-01,5.09E-02,2.38E-01,1.62E-01,4.56E+00,6.70E+00,1.77E+00,8.92E+00,6.37E-01,-3.04E-01
Mar-04,7.01E-01,9.49E-02,4.92E-01,1.14E-01,6.28E+00,7.55E+00,2.05E+00,1.01E+01,1.29E+00,-6.54E-02
Apr-04,1.04E+00,1.91E-01,8.99E-01,-5.30E-02,7.64E+00,8.81E+00,1.92E+00,1.16E+01,1.82E+00,2.46E-01
May-04,1.50E+00,3.62E-01,1.50E+00,-3.60E-01,8.40E+00,1.02E+01,1.64E+00,1.30E+01,1.97E+00,4.87E-01
Jun-04,2.03E+00,3.95E-01,2.07E+00,-4.39E-01,8.68E+00,1.14E+01,1.49E+00,1.41E+01,1.82E+00,5.91E-01
Jul-04,2.47E+00,3.25E-01,2.39E+00,-2.41E-01,8.36E+00,1.20E+01,1.39E+00,1.44E+01,1.56E+00,5.45E-01
Aug-04,2.40E+00,3.18E-01,2.20E+00,-1.22E-01,7.40E+00,1.16E+01,1.23E+00,1.39E+01,1.31E+00,3.84E-01
Sep-04,1.71E+00,3.25E-01,1.50E+00,-1.15E-01,6.02E+00,1.04E+01,1.01E+00,1.27E+01,1.04E+00,1.66E-01
Oct-04,9.97E-01,2.65E-01,7.07E-01,2.40E-02,4.48E+00,8.98E+00,8.39E-01,1.13E+01,6.77E-01,-9.68E-02
Nov-04,6.40E-01,1.88E-01,2.61E-01,1.91E-01,3.19E+00,7.66E+00,7.93E-01,9.82E+00,2.98E-01,-3.19E-01
Dec-04,4.31E-01,1.44E-01,1.09E-01,1.78E-01,2.66E+00,6.74E+00,9.37E-01,8.65E+00,1.01E-01,-4.00E-01
Jan-05,2.86E-01,8.96E-02,1.20E-01,7.69E-02,3.19E+00,6.34E+00,1.32E+00,8.25E+00,2.12E-01,-3.66E-01
Feb-05,3.11E-01,5.86E-02,2.59E-01,-6.63E-03,4.61E+00,6.55E+00,1.81E+00,8.70E+00,6.50E-01,-2.58E-01
Mar-05,6.56E-01,9.23E-02,4.91E-01,7.23E-02,6.19E+00,7.45E+00,2.02E+00,9.92E+00,1.27E+00,-6.41E-02
Apr-05,1.28E+00,1.41E-01,8.69E-01,2.74E-01,7.37E+00,8.81E+00,1.85E+00,1.15E+01,1.76E+00,1.84E-01
May-05,1.85E+00,2.69E-01,1.45E+00,1.33E-01,8.16E+00,1.03E+01,1.61E+00,1.30E+01,1.91E+00,4.15E-01
Jun-05,2.24E+00,4.04E-01,2.11E+00,-2.75E-01,8.47E+00,1.15E+01,1.47E+00,1.41E+01,1.75E+00,5.53E-01
Jul-05,2.39E+00,3.36E-01,2.49E+00,-4.38E-01,8.15E+00,1.22E+01,1.36E+00,1.45E+01,1.51E+00,5.57E-01
Aug-05,2.04E+00,2.47E-01,2.19E+00,-3.98E-01,7.35E+00,1.19E+01,1.21E+00,1.40E+01,1.33E+00,4.59E-01
Sep-05,1.34E+00,1.93E-01,1.40E+00,-2.47E-01,6.09E+00,1.06E+01,1.02E+00,1.29E+01,1.10E+00,2.87E-01
Oct-05,7.87E-01,1.34E-01,6.36E-01,1.71E-02,4.56E+00,9.11E+00,8.54E-01,1.14E+01,7.33E-01,5.80E-02
Nov-05,5.49E-01,1.15E-01,2.50E-01,1.84E-01,3.26E+00,7.64E+00,7.94E-01,9.75E+00,3.27E-01,-2.21E-01
Dec-05,3.83E-01,1.20E-01,1.16E-01,1.47E-01,2.69E+00,6.55E+00,9.06E-01,8.54E+00,1.14E-01,-4.39E-01
Jan-06,2.73E-01,8.08E-02,1.28E-01,6.42E-02,3.16E+00,6.12E+00,1.24E+00,8.15E+00,2.12E-01,-4.49E-01
Feb-06,3.67E-01,4.10E-02,2.44E-01,8.20E-02,4.52E+00,6.40E+00,1.71E+00,8.64E+00,6.43E-01,-3.07E-01
Mar-06,6.25E-01,4.80E-02,4.38E-01,1.39E-01,6.15E+00,7.31E+00,2.02E+00,9.82E+00,1.30E+00,-1.10E-01
Apr-06,9.33E-01,6.75E-02,7.94E-01,7.14E-02,7.46E+00,8.66E+00,1.94E+00,1.14E+01,1.85E+00,1.34E-01
May-06,1.53E+00,2.15E-01,1.32E+00,-1.08E-02,8.13E+00,1.01E+01,1.65E+00,1.30E+01,2.02E+00,3.04E-01
Jun-06,2.48E+00,4.30E-01,2.00E+00,5.14E-02,8.22E+00,1.14E+01,1.45E+00,1.41E+01,1.80E+00,3.31E-01
Jul-06,2.94E+00,4.18E-01,2.42E+00,1.01E-01,7.99E+00,1.20E+01,1.35E+00,1.44E+01,1.52E+00,3.24E-01
Aug-06,2.39E+00,3.18E-01,2.16E+00,-8.74E-02,7.36E+00,1.16E+01,1.22E+00,1.40E+01,1.34E+00,2.56E-01
Sep-06,1.43E+00,2.48E-01,1.50E+00,-3.13E-01,6.18E+00,1.04E+01,1.04E+00,1.28E+01,1.11E+00,4.32E-02
Oct-06,8.19E-01,2.15E-01,8.04E-01,-1.99E-01,4.63E+00,8.81E+00,8.99E-01,1.12E+01,7.26E-01,-2.28E-01
Nov-06,5.39E-01,1.66E-01,3.15E-01,5.85E-02,3.26E+00,7.46E+00,8.61E-01,9.71E+00,3.24E-01,-4.90E-01
Dec-06,3.12E-01,1.11E-01,1.10E-01,9.05E-02,2.68E+00,6.61E+00,9.42E-01,8.77E+00,1.18E-01,-6.56E-01
Jan-07,2.67E-01,6.16E-02,1.08E-01,9.82E-02,3.13E+00,6.40E+00,1.22E+00,8.63E+00,2.16E-01,-6.41E-01
Feb-07,5.12E-01,3.86E-02,2.47E-01,2.26E-01,4.43E+00,6.75E+00,1.69E+00,9.11E+00,6.39E-01,-5.13E-01
Mar-07,7.68E-01,7.81E-02,5.09E-01,1.81E-01,6.06E+00,7.57E+00,2.02E+00,1.01E+01,1.29E+00,-3.17E-01
Apr-07,9.97E-01,1.55E-01,9.13E-01,-7.15E-02,7.43E+00,8.84E+00,1.91E+00,1.16E+01,1.84E+00,-2.81E-04
May-07,1.43E+00,2.34E-01,1.45E+00,-2.59E-01,8.27E+00,1.03E+01,1.63E+00,1.32E+01,2.00E+00,3.14E-01
Jun-07,1.96E+00,2.78E-01,1.99E+00,-3.11E-01,8.61E+00,1.15E+01,1.49E+00,1.43E+01,1.87E+00,4.51E-01
Jul-07,2.28E+00,2.52E-01,2.28E+00,-2.47E-01,8.34E+00,1.21E+01,1.40E+00,1.47E+01,1.65E+00,4.17E-01
Aug-07,2.11E+00,2.43E-01,2.10E+00,-2.29E-01,7.44E+00,1.18E+01,1.24E+00,1.42E+01,1.40E+00,2.76E-01
Sep-07,1.47E+00,2.58E-01,1.52E+00,-3.01E-01,6.12E+00,1.05E+01,1.03E+00,1.29E+01,1.11E+00,4.96E-02
Oct-07,8.22E-01,2.50E-01,8.20E-01,-2.48E-01,4.64E+00,8.83E+00,8.58E-01,1.13E+01,7.23E-01,-2.12E-01
Nov-07,4.20E-01,1.69E-01,3.05E-01,-5.42E-02,3.35E+00,7.39E+00,7.63E-01,9.77E+00,3.35E-01,-4.33E-01
Dec-07,2.35E-01,8.35E-02,8.64E-02,6.55E-02,2.74E+00,6.48E+00,8.30E-01,8.72E+00,1.30E-01,-5.49E-01
Jan-08,1.72E-01,4.58E-02,9.02E-02,3.59E-02,3.16E+00,6.16E+00,1.09E+00,8.42E+00,2.32E-01,-5.06E-01
Feb-08,3.01E-01,3.87E-02,2.43E-01,1.91E-02,4.38E+00,6.66E+00,1.36E+00,9.08E+00,6.47E-01,-2.87E-01
Mar-08,6.34E-01,7.08E-02,4.91E-01,7.21E-02,5.86E+00,7.83E+00,1.47E+00,1.04E+01,1.26E+00,2.98E-02
Apr-08,1.07E+00,1.16E-01,8.88E-01,6.14E-02,7.13E+00,9.14E+00,1.46E+00,1.19E+01,1.77E+00,2.65E-01
May-08,1.62E+00,1.54E-01,1.43E+00,2.95E-02,7.97E+00,1.04E+01,1.42E+00,1.32E+01,1.95E+00,3.64E-01
Jun-08,2.23E+00,2.05E-01,1.97E+00,5.32E-02,8.27E+00,1.16E+01,1.40E+00,1.43E+01,1.79E+00,4.31E-01
Jul-08,2.60E+00,2.16E-01,2.38E+00,7.93E-03,8.04E+00,1.22E+01,1.34E+00,1.45E+01,1.52E+00,4.47E-01
Aug-08,2.40E+00,2.24E-01,2.21E+00,-2.99E-02,7.26E+00,1.17E+01,1.20E+00,1.39E+01,1.29E+00,3.46E-01
Sep-08,1.81E+00,2.55E-01,1.47E+00,9.23E-02,5.93E+00,1.04E+01,1.01E+00,1.27E+01,1.05E+00,1.13E-01
Oct-08,1.22E+00,2.56E-01,7.29E-01,2.39E-01,4.38E+00,8.87E+00,8.75E-01,1.12E+01,6.72E-01,-2.11E-01
Nov-08,7.40E-01,2.12E-01,2.93E-01,2.35E-01,3.18E+00,7.42E+00,8.62E-01,9.64E+00,2.93E-01,-4.99E-01
Dec-08,4.37E-01,1.53E-01,1.19E-01,1.65E-01,2.72E+00,6.43E+00,9.90E-01,8.57E+00,1.04E-01,-6.26E-01
Jan-09,3.70E-01,8.63E-02,1.16E-01,1.67E-01,3.24E+00,6.12E+00,1.34E+00,8.26E+00,2.10E-01,-5.67E-01
Feb-09,4.75E-01,5.31E-02,2.43E-01,1.78E-01,4.62E+00,6.44E+00,1.85E+00,8.75E+00,6.47E-01,-4.28E-01
Mar-09,6.41E-01,8.31E-02,4.83E-01,7.49E-02,6.35E+00,7.39E+00,2.14E+00,1.00E+01,1.32E+00,-2.09E-01
Apr-09,8.82E-01,1.38E-01,8.93E-01,-1.49E-01,7.75E+00,8.78E+00,1.94E+00,1.17E+01,1.87E+00,1.37E-01
May-09,1.58E+00,2.80E-01,1.48E+00,-1.75E-01,8.36E+00,1.02E+01,1.62E+00,1.31E+01,1.98E+00,3.79E-01
Jun-09,2.60E+00,3.98E-01,2.05E+00,1.53E-01,8.25E+00,1.14E+01,1.44E+00,1.40E+01,1.74E+00,4.09E-01
Jul-09,3.07E+00,4.12E-01,2.31E+00,3.51E-01,7.83E+00,1.19E+01,1.33E+00,1.43E+01,1.46E+00,3.76E-01
Aug-09,2.71E+00,4.20E-01,2.14E+00,1.43E-01,7.07E+00,1.16E+01,1.18E+00,1.38E+01,1.25E+00,2.66E-01
Sep-09,1.82E+00,4.12E-01,1.57E+00,-1.65E-01,5.88E+00,1.04E+01,9.98E-01,1.26E+01,1.01E+00,5.04E-02
Oct-09,9.56E-01,3.43E-01,8.41E-01,-2.28E-01,4.46E+00,8.77E+00,8.87E-01,1.10E+01,6.72E-01,-1.82E-01
Nov-09,5.62E-01,2.26E-01,3.24E-01,1.13E-02,3.22E+00,7.33E+00,9.01E-01,9.41E+00,3.07E-01,-3.92E-01
Dec-09,4.56E-01,1.49E-01,1.21E-01,1.87E-01,2.69E+00,6.37E+00,1.07E+00,8.33E+00,1.05E-01,-5.61E-01
Jan-10,3.48E-01,1.12E-01,1.48E-01,8.74E-02,3.19E+00,6.02E+00,1.45E+00,8.01E+00,2.07E-01,-6.00E-01
Feb-10,3.70E-01,8.23E-02,3.36E-01,-4.90E-02,4.58E+00,6.28E+00,2.02E+00,8.38E+00,6.37E-01,-5.18E-01
Mar-10,6.68E-01,9.67E-02,5.39E-01,3.16E-02,6.22E+00,7.13E+00,2.40E+00,9.48E+00,1.28E+00,-3.51E-01
Apr-10,1.15E+00,1.26E-01,8.94E-01,1.33E-01,7.49E+00,8.58E+00,2.20E+00,1.12E+01,1.80E+00,-2.86E-03
May-10,1.69E+00,2.89E-01,1.53E+00,-1.29E-01,8.30E+00,1.03E+01,1.73E+00,1.30E+01,1.92E+00,4.31E-01
Jun-10,2.30E+00,3.79E-01,2.16E+00,-2.42E-01,8.58E+00,1.18E+01,1.48E+00,1.43E+01,1.74E+00,6.19E-01
Jul-10,2.80E+00,3.67E-01,2.44E+00,-2.16E-03,8.14E+00,1.23E+01,1.37E+00,1.46E+01,1.47E+00,5.02E-01
Aug-10,2.54E+00,3.81E-01,2.24E+00,-7.99E-02,7.28E+00,1.17E+01,1.22E+00,1.40E+01,1.25E+00,3.16E-01
Sep-10,1.65E+00,3.53E-01,1.62E+00,-3.24E-01,6.08E+00,1.05E+01,1.03E+00,1.27E+01,1.03E+00,1.29E-01
Oct-10,1.02E+00,3.01E-01,8.80E-01,-1.65E-01,4.53E+00,8.95E+00,9.00E-01,1.12E+01,6.84E-01,-1.36E-01
Nov-10,8.05E-01,2.55E-01,3.79E-01,1.71E-01,3.19E+00,7.55E+00,9.02E-01,9.58E+00,2.95E-01,-4.05E-01
Dec-10,6.31E-01,1.76E-01,1.39E-01,3.16E-01,2.66E+00,6.52E+00,1.07E+00,8.42E+00,9.68E-02,-5.46E-01
Jan-11,3.87E-01,8.97E-02,1.08E-01,1.90E-01,3.18E+00,6.14E+00,1.41E+00,8.13E+00,2.11E-01,-5.44E-01
Feb-11,2.63E-01,5.94E-02,2.44E-01,-4.01E-02,4.60E+00,6.49E+00,1.86E+00,8.75E+00,6.68E-01,-4.31E-01
Mar-11,4.13E-01,9.76E-02,4.75E-01,-1.60E-01,6.33E+00,7.41E+00,2.09E+00,1.00E+01,1.34E+00,-1.90E-01
Apr-11,8.54E-01,1.61E-01,8.49E-01,-1.56E-01,7.63E+00,8.74E+00,1.91E+00,1.16E+01,1.86E+00,1.32E-01
May-11,1.53E+00,2.93E-01,1.42E+00,-1.82E-01,8.26E+00,1.02E+01,1.61E+00,1.31E+01,1.98E+00,3.57E-01
Jun-11,2.29E+00,3.71E-01,2.04E+00,-1.22E-01,8.39E+00,1.15E+01,1.46E+00,1.42E+01,1.79E+00,4.40E-01
Jul-11,2.67E+00,2.96E-01,2.43E+00,-5.61E-02,8.10E+00,1.22E+01,1.36E+00,1.45E+01,1.52E+00,4.45E-01
Aug-11,2.27E+00,2.46E-01,2.30E+00,-2.67E-01,7.36E+00,1.17E+01,1.21E+00,1.39E+01,1.31E+00,3.45E-01
Sep-11,1.45E+00,2.63E-01,1.64E+00,-4.58E-01,6.10E+00,1.04E+01,1.02E+00,1.27E+01,1.06E+00,1.17E-01
Oct-11,8.34E-01,2.55E-01,8.46E-01,-2.67E-01,4.53E+00,8.94E+00,8.67E-01,1.12E+01,6.96E-01,-1.66E-01
Nov-11,5.24E-01,1.78E-01,3.13E-01,3.28E-02,3.23E+00,7.53E+00,8.45E-01,9.69E+00,3.20E-01,-4.09E-01
Dec-11,3.21E-01,1.02E-01,9.64E-02,1.23E-01,2.74E+00,6.43E+00,9.66E-01,8.48E+00,1.25E-01,-5.05E-01
Jan-12,2.12E-01,5.40E-02,9.03E-02,6.75E-02,3.25E+00,5.97E+00,1.24E+00,8.07E+00,2.36E-01,-4.27E-01
Feb-12,2.78E-01,3.88E-02,2.34E-01,4.95E-03,4.57E+00,6.31E+00,1.65E+00,8.59E+00,6.78E-01,-2.74E-01
Mar-12,5.55E-01,7.47E-02,4.83E-01,-3.16E-03,6.15E+00,7.40E+00,1.91E+00,9.90E+00,1.32E+00,-7.16E-02
Apr-12,1.02E+00,1.26E-01,8.69E-01,2.94E-02,7.44E+00,8.91E+00,1.82E+00,1.16E+01,1.83E+00,1.92E-01
May-12,1.77E+00,2.37E-01,1.45E+00,8.31E-02,8.12E+00,1.05E+01,1.57E+00,1.32E+01,1.93E+00,3.88E-01
Jun-12,2.74E+00,3.73E-01,2.14E+00,2.27E-01,8.16E+00,1.17E+01,1.40E+00,1.42E+01,1.68E+00,4.55E-01
Jul-12,3.25E+00,3.76E-01,2.55E+00,3.21E-01,7.81E+00,1.23E+01,1.29E+00,1.44E+01,1.38E+00,4.68E-01
Aug-12,2.94E+00,4.04E-01,2.32E+00,2.12E-01,7.09E+00,1.18E+01,1.14E+00,1.38E+01,1.17E+00,4.12E-01
Sep-12,2.25E+00,4.60E-01,1.61E+00,1.82E-01,5.81E+00,1.05E+01,9.64E-01,1.26E+01,9.42E-01,2.03E-01
Oct-12,1.54E+00,4.39E-01,8.35E-01,2.69E-01,4.29E+00,8.95E+00,8.76E-01,1.10E+01,6.17E-01,-1.16E-01
Nov-12,9.55E-01,3.49E-01,3.66E-01,2.40E-01,3.10E+00,7.44E+00,9.50E-01,9.38E+00,2.76E-01,-4.34E-01
Dec-12,5.55E-01,2.20E-01,1.47E-01,1.89E-01,2.68E+00,6.36E+00,1.15E+00,8.25E+00,1.03E-01,-6.01E-01
Jan-13,3.72E-01,1.02E-01,1.15E-01,1.55E-01,3.27E+00,5.98E+00,1.52E+00,7.97E+00,2.19E-01,-5.71E-01
Feb-13,4.23E-01,5.87E-02,2.35E-01,1.29E-01,4.71E+00,6.33E+00,2.08E+00,8.52E+00,6.58E-01,-4.51E-01
Mar-13,7.04E-01,9.46E-02,4.60E-01,1.49E-01,6.39E+00,7.32E+00,2.43E+00,9.77E+00,1.30E+00,-2.52E-01
Apr-13,1.21E+00,2.05E-01,8.92E-01,1.12E-01,7.64E+00,8.79E+00,2.21E+00,1.14E+01,1.80E+00,9.07E-02
May-13,2.00E+00,4.47E-01,1.57E+00,-1.30E-02,8.20E+00,1.04E+01,1.72E+00,1.30E+01,1.87E+00,3.98E-01
Jun-13,3.04E+00,6.30E-01,2.37E+00,4.62E-02,8.22E+00,1.17E+01,1.42E+00,1.40E+01,1.62E+00,4.78E-01
Jul-13,3.76E+00,6.67E-01,2.90E+00,1.94E-01,7.80E+00,1.23E+01,1.28E+00,1.41E+01,1.30E+00,4.35E-01
Aug-13,3.33E+00,6.39E-01,2.55E+00,1.35E-01,7.01E+00,1.18E+01,1.12E+00,1.37E+01,1.11E+00,3.64E-01
Sep-13,2.12E+00,5.14E-01,1.63E+00,-2.34E-02,5.86E+00,1.05E+01,9.53E-01,1.26E+01,9.66E-01,1.62E-01
Oct-13,1.23E+00,3.79E-01,8.19E-01,3.27E-02,4.44E+00,9.00E+00,8.09E-01,1.12E+01,6.47E-01,-3.30E-02
