Time,P,Q,E,dS,DSR,DLR,USW,ULW,SH,NET
Jun-05,2.93E+00,4.43E-01,3.52E+00,-1.03E+00,9.12E+00,1.24E+01,1.50E+00,1.45E+01,1.60E+00,3.65E-01
Jul-05,2.82E+00,3.40E-01,3.73E+00,-1.25E+00,9.10E+00,1.29E+01,1.46E+00,1.50E+01,1.50E+00,3.24E-01
Aug-05,2.57E+00,2.64E-01,3.21E+00,-9.10E-01,8.26E+00,1.28E+01,1.31E+00,1.48E+01,1.41E+00,2.62E-01
Sep-05,2.14E+00,2.22E-01,2.24E+00,-3.23E-01,6.83E+00,1.20E+01,1.08E+00,1.41E+01,1.25E+00,1.79E-01
Oct-05,1.70E+00,2.25E-01,1.32E+00,1.55E-01,5.17E+00,1.09E+01,8.66E-01,1.29E+01,9.43E-01,4.49E-03
Nov-05,1.50E+00,2.52E-01,7.03E-01,5.42E-01,3.75E+00,9.83E+00,7.47E-01,1.17E+01,5.90E-01,-1.69E-01
Dec-05,1.45E+00,2.86E-01,4.17E-01,7.45E-01,3.09E+00,9.20E+00,7.53E-01,1.10E+01,3.99E-01,-2.38E-01
Jan-06,1.46E+00,3.88E-01,4.32E-01,6.43E-01,3.40E+00,9.03E+00,8.63E-01,1.08E+01,5.04E-01,-1.90E-01
Feb-06,1.66E+00,4.93E-01,6.90E-01,4.72E-01,4.42E+00,9.20E+00,1.06E+00,1.11E+01,8.75E-01,-1.07E-01
Mar-06,2.12E+00,5.52E-01,1.19E+00,3.77E-01,5.82E+00,9.81E+00,1.25E+00,1.19E+01,1.34E+00,-3.40E-02
Apr-06,2.46E+00,5.17E-01,1.94E+00,5.20E-03,7.35E+00,1.07E+01,1.38E+00,1.30E+01,1.66E+00,1.18E-01
May-06,2.44E+00,4.06E-01,2.74E+00,-7.04E-01,8.65E+00,1.16E+01,1.48E+00,1.40E+01,1.75E+00,3.26E-01
Jun-06,2.38E+00,2.59E-01,3.29E+00,-1.17E+00,9.31E+00,1.25E+01,1.55E+00,1.48E+01,1.69E+00,4.50E-01
Jul-06,2.50E+00,1.83E-01,3.35E+00,-1.03E+00,9.06E+00,1.29E+01,1.49E+00,1.52E+01,1.60E+00,3.99E-01
Aug-06,2.69E+00,2.16E-01,2.99E+00,-5.16E-01,7.96E+00,1.27E+01,1.29E+00,1.48E+01,1.45E+00,1.46E-01
Sep-06,2.64E+00,2.96E-01,2.25E+00,9.49E-02,6.43E+00,1.18E+01,1.03E+00,1.38E+01,1.21E+00,-6.60E-02
Oct-06,2.31E+00,3.78E-01,1.33E+00,6.04E-01,4.85E+00,1.07E+01,8.10E-01,1.26E+01,8.91E-01,-1.25E-01
Nov-06,2.10E+00,4.66E-01,6.91E-01,9.39E-01,3.61E+00,9.75E+00,6.94E-01,1.16E+01,5.62E-01,-2.01E-01
Dec-06,2.10E+00,6.31E-01,4.55E-01,1.01E+00,3.06E+00,9.14E+00,7.70E-01,1.09E+01,3.76E-01,-3.15E-01
Jan-07,1.98E+00,7.95E-01,5.17E-01,6.72E-01,3.34E+00,8.90E+00,1.02E+00,1.06E+01,4.71E-01,-3.47E-01
Feb-07,1.93E+00,8.26E-01,7.87E-01,3.18E-01,4.37E+00,9.19E+00,1.23E+00,1.09E+01,8.33E-01,-2.06E-01
Mar-07,2.30E+00,7.77E-01,1.24E+00,2.75E-01,5.78E+00,9.88E+00,1.29E+00,1.18E+01,1.29E+00,3.15E-02
Apr-07,2.82E+00,7.09E-01,1.99E+00,1.17E-01,7.21E+00,1.07E+01,1.33E+00,1.28E+01,1.58E+00,1.92E-01
May-07,3.17E+00,7.08E-01,2.85E+00,-3.86E-01,8.37E+00,1.16E+01,1.41E+00,1.38E+01,1.64E+00,3.19E-01
Jun-07,3.13E+00,5.55E-01,3.47E+00,-9.02E-01,9.05E+00,1.25E+01,1.48E+00,1.46E+01,1.57E+00,4.12E-01
Jul-07,2.83E+00,3.99E-01,3.57E+00,-1.13E+00,9.00E+00,1.30E+01,1.45E+00,1.50E+01,1.51E+00,4.30E-01
Aug-07,2.55E+00,3.18E-01,3.13E+00,-8.95E-01,8.17E+00,1.29E+01,1.29E+00,1.49E+01,1.43E+00,3.15E-01
Sep-07,2.30E+00,2.93E-01,2.33E+00,-3.27E-01,6.78E+00,1.21E+01,1.05E+00,1.41E+01,1.23E+00,1.11E-01
Oct-07,1.99E+00,2.99E-01,1.40E+00,2.95E-01,5.16E+00,1.09E+01,8.44E-01,1.30E+01,9.16E-01,-5.01E-02
Nov-07,1.79E+00,3.04E-01,6.96E-01,7.88E-01,3.73E+00,9.82E+00,7.53E-01,1.17E+01,5.73E-01,-1.79E-01
Dec-07,1.78E+00,3.96E-01,4.43E-01,9.41E-01,3.03E+00,9.10E+00,8.35E-01,1.08E+01,3.78E-01,-3.07E-01
Jan-08,1.87E+00,5.56E-01,4.63E-01,8.52E-01,3.32E+00,8.83E+00,1.04E+00,1.05E+01,4.86E-01,-3.16E-01
Feb-08,2.24E+00,7.65E-01,6.53E-01,8.27E-01,4.34E+00,9.04E+00,1.24E+00,1.08E+01,8.77E-01,-2.01E-01
Mar-08,2.78E+00,9.76E-01,1.15E+00,6.48E-01,5.74E+00,9.60E+00,1.34E+00,1.16E+01,1.34E+00,-9.69E-02
Apr-08,3.25E+00,1.08E+00,1.96E+00,2.05E-01,7.13E+00,1.04E+01,1.38E+00,1.26E+01,1.61E+00,-7.84E-03
May-08,3.60E+00,1.08E+00,2.83E+00,-3.05E-01,8.27E+00,1.14E+01,1.43E+00,1.36E+01,1.63E+00,1.57E-01
Jun-08,3.52E+00,8.65E-01,3.53E+00,-8.74E-01,9.06E+00,1.22E+01,1.49E+00,1.44E+01,1.54E+00,3.12E-01
Jul-08,3.06E+00,5.49E-01,3.65E+00,-1.14E+00,9.09E+00,1.27E+01,1.47E+00,1.48E+01,1.47E+00,3.48E-01
Aug-08,2.75E+00,3.79E-01,3.12E+00,-7.46E-01,8.14E+00,1.25E+01,1.30E+00,1.46E+01,1.40E+00,2.04E-01
Sep-08,2.54E+00,3.85E-01,2.36E+00,-2.02E-01,6.65E+00,1.17E+01,1.05E+00,1.38E+01,1.20E+00,-6.24E-02
Oct-08,2.12E+00,4.07E-01,1.49E+00,2.22E-01,5.04E+00,1.06E+01,8.18E-01,1.27E+01,8.80E-01,-1.91E-01
Nov-08,1.85E+00,4.03E-01,7.52E-01,6.94E-01,3.66E+00,9.66E+00,7.17E-01,1.15E+01,5.48E-01,-2.16E-01
Dec-08,1.79E+00,4.42E-01,4.35E-01,9.16E-01,3.04E+00,8.97E+00,7.99E-01,1.07E+01,3.72E-01,-2.66E-01
Jan-09,1.63E+00,5.34E-01,4.66E-01,6.29E-01,3.45E+00,8.75E+00,1.00E+00,1.05E+01,4.91E-01,-2.62E-01
Feb-09,1.74E+00,6.36E-01,7.21E-01,3.84E-01,4.54E+00,9.04E+00,1.22E+00,1.10E+01,8.72E-01,-1.80E-01
Mar-09,2.37E+00,6.97E-01,1.17E+00,5.05E-01,5.82E+00,9.68E+00,1.36E+00,1.17E+01,1.32E+00,-7.83E-02
Apr-09,3.00E+00,6.18E-01,1.90E+00,4.76E-01,7.09E+00,1.05E+01,1.41E+00,1.27E+01,1.60E+00,4.18E-02
May-09,3.28E+00,7.43E-01,2.74E+00,-1.97E-01,8.16E+00,1.15E+01,1.42E+00,1.36E+01,1.63E+00,2.18E-01
Jun-09,3.30E+00,7.83E-01,3.50E+00,-9.88E-01,8.76E+00,1.23E+01,1.44E+00,1.44E+01,1.52E+00,2.30E-01
Jul-09,3.18E+00,5.41E-01,3.78E+00,-1.14E+00,8.71E+00,1.27E+01,1.40E+00,1.47E+01,1.41E+00,1.34E-01
Aug-09,3.02E+00,4.31E-01,3.15E+00,-5.62E-01,7.86E+00,1.25E+01,1.26E+00,1.45E+01,1.33E+00,1.56E-01
Sep-09,3.12E+00,5.77E-01,2.19E+00,3.62E-01,6.23E+00,1.18E+01,9.95E-01,1.37E+01,1.14E+00,1.11E-02
Oct-09,3.00E+00,7.56E-01,1.32E+00,9.31E-01,4.50E+00,1.08E+01,7.44E-01,1.26E+01,8.28E-01,-2.02E-01
Nov-09,2.33E+00,7.26E-01,6.99E-01,9.05E-01,3.39E+00,9.71E+00,6.88E-01,1.15E+01,5.27E-01,-2.96E-01
Dec-09,1.89E+00,7.03E-01,4.56E-01,7.29E-01,2.95E+00,8.98E+00,8.57E-01,1.06E+01,3.71E-01,-3.78E-01
Jan-10,1.75E+00,7.63E-01,4.96E-01,4.96E-01,3.25E+00,8.73E+00,1.17E+00,1.03E+01,4.75E-01,-4.44E-01
Feb-10,1.70E+00,7.87E-01,7.55E-01,1.61E-01,4.30E+00,9.03E+00,1.41E+00,1.07E+01,8.49E-01,-3.78E-01
Mar-10,1.98E+00,7.65E-01,1.25E+00,-3.49E-02,5.78E+00,9.73E+00,1.41E+00,1.17E+01,1.32E+00,-1.58E-01
Apr-10,2.67E+00,6.87E-01,2.00E+00,-1.85E-02,7.22E+00,1.06E+01,1.37E+00,1.28E+01,1.61E+00,6.52E-02
May-10,3.46E+00,8.45E-01,2.88E+00,-2.62E-01,8.30E+00,1.16E+01,1.42E+00,1.38E+01,1.63E+00,2.33E-01
Jun-10,3.75E+00,8.86E-01,3.69E+00,-8.21E-01,8.99E+00,1.25E+01,1.47E+00,1.46E+01,1.50E+00,3.08E-01
Jul-10,3.38E+00,6.23E-01,3.91E+00,-1.15E+00,9.11E+00,1.30E+01,1.46E+00,1.50E+01,1.42E+00,3.29E-01
Aug-10,2.77E+00,4.30E-01,3.36E+00,-1.02E+00,8.43E+00,1.28E+01,1.34E+00,1.48E+01,1.37E+00,2.69E-01
Sep-10,2.18E+00,3.53E-01,2.40E+00,-5.72E-01,7.08E+00,1.18E+01,1.13E+00,1.41E+01,1.25E+00,9.56E-02
Oct-10,1.72E+00,2.98E-01,1.36E+00,6.27E-02,5.41E+00,1.06E+01,9.12E-01,1.29E+01,9.69E-01,-5.85E-02
Nov-10,1.56E+00,2.48E-01,6.85E-01,6.24E-01,3.85E+00,9.64E+00,7.92E-01,1.16E+01,6.10E-01,-1.89E-01
Dec-10,1.49E+00,2.40E-01,4.20E-01,8.30E-01,3.03E+00,9.01E+00,8.73E-01,1.06E+01,3.94E-01,-2.79E-01
Jan-11,1.54E+00,3.36E-01,4.43E-01,7.60E-01,3.28E+00,8.80E+00,1.16E+00,1.03E+01,4.91E-01,-3.43E-01
Feb-11,1.92E+00,5.45E-01,6.68E-01,7.04E-01,4.27E+00,9.10E+00,1.43E+00,1.07E+01,8.70E-01,-3.35E-01
Mar-11,2.62E+00,7.96E-01,1.12E+00,7.00E-01,5.52E+00,9.80E+00,1.47E+00,1.16E+01,1.33E+00,-2.22E-01
Apr-11,3.40E+00,1.02E+00,1.87E+00,5.01E-01,6.79E+00,1.06E+01,1.38E+00,1.27E+01,1.60E+00,-8.60E-02
May-11,3.64E+00,1.12E+00,2.73E+00,-2.05E-01,7.99E+00,1.16E+01,1.38E+00,1.37E+01,1.65E+00,9.89E-02
Jun-11,3.16E+00,8.23E-01,3.45E+00,-1.12E+00,8.95E+00,1.25E+01,1.46E+00,1.46E+01,1.60E+00,2.85E-01
Jul-11,2.52E+00,4.33E-01,3.64E+00,-1.56E+00,9.18E+00,1.30E+01,1.48E+00,1.52E+01,1.55E+00,3.77E-01
Aug-11,2.07E+00,2.43E-01,3.10E+00,-1.27E+00,8.39E+00,1.27E+01,1.35E+00,1.49E+01,1.49E+00,2.70E-01
Sep-11,1.83E+00,2.26E-01,2.21E+00,-6.02E-01,6.93E+00,1.17E+01,1.13E+00,1.40E+01,1.32E+00,1.30E-02
Oct-11,1.84E+00,3.72E-01,1.39E+00,8.00E-02,5.25E+00,1.06E+01,8.94E-01,1.28E+01,9.60E-01,-2.06E-01
Nov-11,2.04E+00,6.05E-01,7.93E-01,6.40E-01,3.79E+00,9.72E+00,7.26E-01,1.17E+01,5.63E-01,-3.00E-01
Dec-11,2.01E+00,6.75E-01,4.68E-01,8.66E-01,3.09E+00,9.18E+00,6.92E-01,1.10E+01,3.61E-01,-2.84E-01
Jan-12,1.78E+00,6.25E-01,4.53E-01,7.00E-01,3.38E+00,9.06E+00,8.02E-01,1.09E+01,4.74E-01,-1.95E-01
Feb-12,1.80E+00,6.45E-01,7.26E-01,4.29E-01,4.49E+00,9.44E+00,9.94E-01,1.14E+01,8.67E-01,-6.29E-02
Mar-12,2.09E+00,6.84E-01,1.26E+00,1.45E-01,6.05E+00,1.01E+01,1.18E+00,1.23E+01,1.35E+00,8.24E-02
Apr-12,2.28E+00,6.16E-01,2.00E+00,-3.37E-01,7.61E+00,1.09E+01,1.36E+00,1.32E+01,1.69E+00,2.14E-01
May-12,2.18E+00,4.25E-01,2.77E+00,-1.01E+00,8.93E+00,1.17E+01,1.52E+00,1.41E+01,1.82E+00,3.65E-01
Jun-12,1.98E+00,2.41E-01,3.28E+00,-1.54E+00,9.61E+00,1.25E+01,1.60E+00,1.49E+01,1.82E+00,4.80E-01
Jul-12,1.94E+00,1.49E-01,3.27E+00,-1.48E+00,9.36E+00,1.30E+01,1.54E+00,1.53E+01,1.76E+00,4.19E-01
Aug-12,2.00E+00,1.32E-01,2.72E+00,-8.60E-01,8.32E+00,1.26E+01,1.36E+00,1.50E+01,1.66E+00,2.06E-01
Sep-12,1.90E+00,1.41E-01,1.92E+00,-1.59E-01,6.77E+00,1.17E+01,1.13E+00,1.40E+01,1.42E+00,-1.53E-02
Oct-12,1.58E+00,1.45E-01,1.15E+00,2.88E-01,5.07E+00,1.06E+01,8.91E-01,1.28E+01,1.03E+00,-1.63E-01
Nov-12,1.40E+00,2.10E-01,6.44E-01,5.49E-01,3.71E+00,9.73E+00,7.49E-01,1.17E+01,6.29E-01,-2.62E-01
Dec-12,1.63E+00,4.14E-01,4.38E-01,7.82E-01,3.04E+00,9.20E+00,7.68E-01,1.09E+01,4.04E-01,-3.08E-01
Jan-13,1.90E+00,5.81E-01,4.39E-01,8.75E-01,3.30E+00,8.98E+00,9.63E-01,1.07E+01,4.95E-01,-2.80E-01
Feb-13,1.96E+00,5.59E-01,6.15E-01,7.90E-01,4.33E+00,9.10E+00,1.25E+00,1.09E+01,8.85E-01,-2.05E-01
Mar-13,2.26E+00,4.62E-01,1.08E+00,7.14E-01,5.66E+00,9.59E+00,1.44E+00,1.15E+01,1.36E+00,-1.61E-01
Apr-13,2.96E+00,5.15E-01,1.87E+00,5.74E-01,6.96E+00,1.04E+01,1.47E+00,1.25E+01,1.64E+00,-9.26E-02
May-13,3.44E+00,6.86E-01,2.70E+00,5.66E-02,8.11E+00,1.15E+01,1.46E+00,1.36E+01,1.67E+00,1.12E-01
Jun-13,3.25E+00,6.32E-01,3.36E+00,-7.42E-01,8.87E+00,1.23E+01,1.49E+00,1.45E+01,1.59E+00,2.63E-01
Jul-13,2.76E+00,4.16E-01,3.51E+00,-1.17E+00,8.85E+00,1.28E+01,1.46E+00,1.49E+01,1.53E+00,2.73E-01
Aug-13,2.44E+00,2.64E-01,3.02E+00,-8.50E-01,8.02E+00,1.27E+01,1.32E+00,1.47E+01,1.47E+00,2.16E-01
Sep-13,2.31E+00,2.24E-01,2.25E+00,-1.71E-01,6.62E+00,1.20E+01,1.08E+00,1.40E+01,1.28E+00,2.97E-02
Oct-13,2.02E+00,3.42E-01,1.56E+00,1.19E-01,5.06E+00,1.08E+01,8.34E-01,1.27E+01,8.73E-01,-1.13E-01
