Time,P,Q,E,dS,DSR,DLR,USW,ULW,SH,NET
Jun-06,2.11E+00,2.07E-01,1.91E+00,-1.69E-03,8.29E+00,1.17E+01,1.48E+00,1.46E+01,1.91E+00,1.22E-01
Jul-06,2.58E+00,2.96E-01,2.11E+00,1.75E-01,7.69E+00,1.24E+01,1.35E+00,1.50E+01,1.64E+00,-1.72E-02
Aug-06,2.50E+00,3.39E-01,1.92E+00,2.35E-01,6.91E+00,1.21E+01,1.21E+00,1.46E+01,1.44E+00,-9.09E-02
Sep-06,1.79E+00,3.31E-01,1.45E+00,5.84E-03,6.17E+00,1.11E+01,1.06E+00,1.36E+01,1.29E+00,-1.01E-01
Oct-06,9.68E-01,2.97E-01,9.57E-01,-2.85E-01,5.41E+00,9.83E+00,9.48E-01,1.25E+01,1.08E+00,-1.97E-01
Nov-06,4.59E-01,2.01E-01,5.12E-01,-2.54E-01,4.59E+00,8.56E+00,8.88E-01,1.13E+01,8.19E-01,-3.62E-01
Dec-06,2.40E-01,1.13E-01,2.58E-01,-1.31E-01,4.14E+00,7.67E+00,8.89E-01,1.04E+01,6.85E-01,-4.33E-01
Jan-07,2.56E-01,5.86E-02,2.37E-01,-3.92E-02,4.43E+00,7.48E+00,9.84E-01,1.02E+01,8.17E-01,-3.71E-01
Feb-07,5.12E-01,3.11E-02,3.75E-01,1.05E-01,5.25E+00,7.99E+00,1.16E+00,1.08E+01,1.18E+00,-2.40E-01
Mar-07,7.27E-01,4.49E-02,7.41E-01,-5.93E-02,6.44E+00,8.80E+00,1.34E+00,1.16E+01,1.63E+00,-6.64E-02
Apr-07,9.25E-01,9.04E-02,1.22E+00,-3.83E-01,7.73E+00,9.72E+00,1.49E+00,1.26E+01,1.98E+00,1.22E-01
May-07,1.58E+00,1.56E-01,1.55E+00,-1.28E-01,8.29E+00,1.08E+01,1.50E+00,1.38E+01,2.07E+00,1.69E-01
Jun-07,2.54E+00,2.89E-01,1.82E+00,4.32E-01,7.91E+00,1.17E+01,1.39E+00,1.45E+01,1.85E+00,1.34E-02
Jul-07,3.04E+00,4.48E-01,2.02E+00,5.69E-01,7.37E+00,1.22E+01,1.29E+00,1.48E+01,1.57E+00,-9.55E-02
Aug-07,2.73E+00,5.04E-01,1.88E+00,3.45E-01,6.87E+00,1.20E+01,1.19E+00,1.44E+01,1.39E+00,-2.90E-02
Sep-07,2.05E+00,4.87E-01,1.47E+00,9.55E-02,6.07E+00,1.11E+01,1.02E+00,1.34E+01,1.22E+00,6.60E-03
Oct-07,1.27E+00,4.31E-01,9.70E-01,-1.28E-01,5.14E+00,9.78E+00,8.58E-01,1.22E+01,9.86E-01,-1.22E-01
Nov-07,5.78E-01,2.79E-01,5.03E-01,-2.04E-01,4.41E+00,8.51E+00,7.80E-01,1.12E+01,7.67E-01,-2.97E-01
Dec-07,2.98E-01,1.35E-01,2.39E-01,-7.60E-02,3.92E+00,7.74E+00,8.35E-01,1.03E+01,6.63E-01,-3.87E-01
Jan-08,3.23E-01,6.78E-02,2.27E-01,2.80E-02,4.12E+00,7.53E+00,1.10E+00,9.90E+00,8.10E-01,-3.94E-01
Feb-08,4.09E-01,3.62E-02,3.61E-01,1.22E-02,5.31E+00,7.79E+00,1.42E+00,1.04E+01,1.23E+00,-2.64E-01
Mar-08,6.21E-01,3.75E-02,6.81E-01,-9.67E-02,6.78E+00,8.58E+00,1.51E+00,1.15E+01,1.70E+00,-2.16E-02
Apr-08,9.51E-01,7.96E-02,1.22E+00,-3.44E-01,7.90E+00,9.65E+00,1.50E+00,1.27E+01,2.00E+00,1.52E-01
May-08,1.46E+00,1.62E-01,1.70E+00,-4.02E-01,8.48E+00,1.07E+01,1.51E+00,1.37E+01,2.08E+00,1.73E-01
Jun-08,2.19E+00,2.55E-01,1.99E+00,-5.81E-02,8.39E+00,1.15E+01,1.46E+00,1.44E+01,1.95E+00,8.04E-02
Jul-08,2.73E+00,3.66E-01,2.14E+00,2.30E-01,7.88E+00,1.20E+01,1.36E+00,1.47E+01,1.69E+00,1.37E-02
Aug-08,2.76E+00,4.77E-01,2.04E+00,2.39E-01,7.13E+00,1.18E+01,1.21E+00,1.42E+01,1.45E+00,2.38E-02
Sep-08,2.22E+00,5.14E-01,1.56E+00,1.41E-01,6.20E+00,1.10E+01,1.06E+00,1.33E+01,1.26E+00,-2.90E-03
Oct-08,1.28E+00,4.06E-01,9.36E-01,-5.76E-02,5.36E+00,9.69E+00,9.77E-01,1.22E+01,1.06E+00,-1.28E-01
Nov-08,4.85E-01,2.74E-01,5.02E-01,-2.91E-01,4.72E+00,8.33E+00,9.41E-01,1.11E+01,8.17E-01,-2.81E-01
Dec-08,1.37E-01,1.87E-01,2.84E-01,-3.34E-01,4.38E+00,7.48E+00,9.10E-01,1.03E+01,6.82E-01,-3.28E-01
Jan-09,1.41E-01,1.03E-01,2.58E-01,-2.21E-01,4.52E+00,7.45E+00,9.44E-01,1.02E+01,7.99E-01,-2.26E-01
Feb-09,3.24E-01,5.54E-02,4.03E-01,-1.34E-01,5.25E+00,8.05E+00,1.09E+00,1.07E+01,1.16E+00,-6.92E-02
Mar-09,6.15E-01,4.22E-02,6.79E-01,-1.07E-01,6.49E+00,8.85E+00,1.32E+00,1.17E+01,1.63E+00,5.74E-02
Apr-09,1.08E+00,6.27E-02,1.12E+00,-1.11E-01,7.66E+00,9.79E+00,1.48E+00,1.28E+01,1.95E+00,1.30E-01
May-09,1.60E+00,1.29E-01,1.56E+00,-8.93E-02,8.33E+00,1.08E+01,1.54E+00,1.38E+01,2.02E+00,1.41E-01
Jun-09,2.13E+00,2.16E-01,1.78E+00,1.35E-01,8.34E+00,1.16E+01,1.51E+00,1.47E+01,1.92E+00,7.84E-02
Jul-09,2.72E+00,3.62E-01,1.92E+00,4.33E-01,7.70E+00,1.21E+01,1.37E+00,1.49E+01,1.67E+00,-3.08E-02
Aug-09,2.80E+00,4.96E-01,1.90E+00,3.99E-01,6.82E+00,1.20E+01,1.18E+00,1.44E+01,1.41E+00,-6.98E-02
Sep-09,2.09E+00,5.14E-01,1.53E+00,4.86E-02,6.01E+00,1.11E+01,1.03E+00,1.34E+01,1.23E+00,-7.94E-02
Oct-09,1.24E+00,4.02E-01,9.68E-01,-1.32E-01,5.22E+00,9.73E+00,9.80E-01,1.22E+01,1.04E+00,-2.15E-01
Nov-09,6.79E-01,2.39E-01,4.97E-01,-5.70E-02,4.48E+00,8.35E+00,9.59E-01,1.09E+01,8.12E-01,-3.81E-01
Dec-09,3.20E-01,1.42E-01,2.68E-01,-9.02E-02,4.14E+00,7.53E+00,9.11E-01,1.02E+01,6.89E-01,-3.95E-01
Jan-10,1.85E-01,9.68E-02,2.80E-01,-1.92E-01,4.42E+00,7.48E+00,9.31E-01,1.01E+01,8.14E-01,-2.56E-01
Feb-10,3.31E-01,6.03E-02,4.41E-01,-1.70E-01,5.19E+00,7.96E+00,1.08E+00,1.05E+01,1.16E+00,-6.16E-02
Mar-10,6.66E-01,4.73E-02,7.00E-01,-8.18E-02,6.34E+00,8.65E+00,1.29E+00,1.13E+01,1.60E+00,9.15E-02
Apr-10,1.15E+00,6.12E-02,1.10E+00,-1.29E-02,7.46E+00,9.55E+00,1.46E+00,1.24E+01,1.91E+00,1.44E-01
May-10,1.70E+00,1.21E-01,1.54E+00,4.13E-02,8.07E+00,1.07E+01,1.51E+00,1.36E+01,1.98E+00,1.19E-01
Jun-10,2.26E+00,2.49E-01,1.91E+00,9.74E-02,8.17E+00,1.17E+01,1.48E+00,1.46E+01,1.85E+00,8.66E-02
Jul-10,2.81E+00,4.20E-01,2.16E+00,2.29E-01,7.84E+00,1.23E+01,1.39E+00,1.49E+01,1.60E+00,7.36E-02
Aug-10,2.96E+00,5.28E-01,2.08E+00,3.46E-01,7.09E+00,1.22E+01,1.23E+00,1.45E+01,1.37E+00,8.51E-02
Sep-10,2.27E+00,5.08E-01,1.64E+00,1.26E-01,6.19E+00,1.12E+01,1.05E+00,1.35E+01,1.20E+00,6.00E-02
Oct-10,1.17E+00,3.93E-01,1.04E+00,-2.67E-01,5.46E+00,9.71E+00,9.32E-01,1.23E+01,1.03E+00,-1.08E-01
Nov-10,3.92E-01,2.43E-01,5.21E-01,-3.72E-01,4.86E+00,8.17E+00,8.65E-01,1.11E+01,8.30E-01,-2.98E-01
Dec-10,1.43E-01,1.26E-01,2.28E-01,-2.11E-01,4.41E+00,7.27E+00,8.49E-01,1.02E+01,7.02E-01,-2.95E-01
Jan-11,1.74E-01,7.31E-02,2.27E-01,-1.26E-01,4.46E+00,7.24E+00,9.17E-01,9.89E+00,8.11E-01,-1.41E-01
Feb-11,2.72E-01,5.23E-02,4.26E-01,-2.07E-01,5.37E+00,7.78E+00,1.11E+00,1.04E+01,1.20E+00,4.09E-02
Mar-11,4.47E-01,3.87E-02,6.60E-01,-2.51E-01,6.84E+00,8.51E+00,1.38E+00,1.14E+01,1.71E+00,2.09E-01
Apr-11,8.47E-01,4.60E-02,1.00E+00,-1.99E-01,7.97E+00,9.49E+00,1.56E+00,1.26E+01,2.05E+00,2.54E-01
May-11,1.47E+00,1.27E-01,1.43E+00,-9.00E-02,8.31E+00,1.06E+01,1.57E+00,1.37E+01,2.08E+00,1.49E-01
Jun-11,2.15E+00,2.52E-01,1.72E+00,1.69E-01,8.13E+00,1.16E+01,1.48E+00,1.46E+01,1.92E+00,2.22E-02
Jul-11,2.68E+00,3.69E-01,1.85E+00,4.58E-01,7.68E+00,1.20E+01,1.36E+00,1.48E+01,1.69E+00,-3.61E-02
Aug-11,2.92E+00,5.20E-01,1.88E+00,5.19E-01,6.90E+00,1.19E+01,1.18E+00,1.43E+01,1.43E+00,-1.91E-02
Sep-11,2.61E+00,6.66E-01,1.65E+00,2.90E-01,5.92E+00,1.11E+01,9.94E-01,1.32E+01,1.17E+00,-5.86E-03
Oct-11,1.77E+00,6.31E-01,1.14E+00,-7.49E-04,4.95E+00,1.00E+01,8.65E-01,1.21E+01,9.23E-01,-1.09E-01
Nov-11,1.00E+00,4.26E-01,6.27E-01,-5.26E-02,4.14E+00,8.79E+00,8.13E-01,1.11E+01,7.07E-01,-2.91E-01
Dec-11,5.09E-01,2.06E-01,2.82E-01,2.09E-02,3.84E+00,7.81E+00,8.70E-01,1.02E+01,6.33E-01,-3.77E-01
Jan-12,2.68E-01,1.01E-01,2.40E-01,-7.30E-02,4.24E+00,7.48E+00,1.03E+00,9.92E+00,7.93E-01,-2.61E-01
Feb-12,3.18E-01,7.13E-02,4.17E-01,-1.70E-01,5.21E+00,7.86E+00,1.24E+00,1.03E+01,1.16E+00,-3.98E-02
Mar-12,6.21E-01,5.67E-02,6.68E-01,-1.03E-01,6.54E+00,8.68E+00,1.47E+00,1.13E+01,1.63E+00,1.32E-01
Apr-12,1.07E+00,8.10E-02,1.14E+00,-1.42E-01,7.79E+00,9.74E+00,1.60E+00,1.26E+01,1.96E+00,2.08E-01
May-12,1.76E+00,2.15E-01,1.72E+00,-1.73E-01,8.38E+00,1.08E+01,1.59E+00,1.37E+01,2.01E+00,1.92E-01
Jun-12,2.76E+00,4.02E-01,2.10E+00,2.59E-01,8.23E+00,1.18E+01,1.49E+00,1.45E+01,1.83E+00,1.16E-01
Jul-12,3.40E+00,5.45E-01,2.23E+00,6.23E-01,7.72E+00,1.22E+01,1.37E+00,1.47E+01,1.57E+00,6.87E-02
Aug-12,2.95E+00,5.56E-01,2.05E+00,3.40E-01,7.19E+00,1.19E+01,1.24E+00,1.43E+01,1.41E+00,1.23E-01
Sep-12,1.93E+00,4.67E-01,1.58E+00,-1.22E-01,6.50E+00,1.09E+01,1.09E+00,1.33E+01,1.29E+00,1.45E-01
Oct-12,1.04E+00,3.63E-01,1.00E+00,-3.27E-01,5.53E+00,9.51E+00,9.49E-01,1.20E+01,1.07E+00,1.95E-03
Nov-12,4.93E-01,2.62E-01,5.49E-01,-3.17E-01,4.58E+00,8.28E+00,8.61E-01,1.08E+01,7.94E-01,-1.87E-01
Dec-12,2.52E-01,1.50E-01,2.73E-01,-1.70E-01,4.10E+00,7.53E+00,8.43E-01,1.01E+01,6.66E-01,-2.59E-01
Jan-13,1.98E-01,6.53E-02,2.18E-01,-8.57E-02,4.41E+00,7.48E+00,9.08E-01,1.01E+01,8.18E-01,-1.47E-01
Feb-13,2.49E-01,3.97E-02,3.51E-01,-1.41E-01,5.48E+00,8.00E+00,1.06E+00,1.07E+01,1.23E+00,1.07E-01
Mar-13,4.56E-01,4.28E-02,6.39E-01,-2.26E-01,6.94E+00,8.77E+00,1.27E+00,1.18E+01,1.72E+00,3.18E-01
Apr-13,1.00E+00,8.19E-02,1.13E+00,-2.11E-01,8.03E+00,9.73E+00,1.47E+00,1.28E+01,2.01E+00,3.49E-01
May-13,1.88E+00,1.57E-01,1.60E+00,1.27E-01,8.34E+00,1.09E+01,1.51E+00,1.38E+01,1.99E+00,2.98E-01
Jun-13,2.92E+00,3.10E-01,1.98E+00,6.30E-01,8.13E+00,1.19E+01,1.43E+00,1.46E+01,1.77E+00,2.44E-01
Jul-13,3.42E+00,5.04E-01,2.34E+00,5.78E-01,7.86E+00,1.23E+01,1.35E+00,1.48E+01,1.54E+00,2.17E-01
Aug-13,2.81E+00,5.34E-01,2.25E+00,2.58E-02,7.46E+00,1.21E+01,1.24E+00,1.43E+01,1.43E+00,2.40E-01
Sep-13,1.80E+00,4.63E-01,1.69E+00,-3.49E-01,6.61E+00,1.11E+01,1.08E+00,1.34E+01,1.31E+00,1.58E-01
Oct-13,1.03E+00,2.38E-01,7.99E-01,-2.71E-03,5.54E+00,9.65E+00,9.48E-01,1.23E+01,1.11E+00,2.76E-03
